APR/PL/RBL2,AIRPORT ROAD,10X5,PLATFORM,,,
APR/PL/RBL3,AIRPORT ROAD,10X5,PLATFORM,,,
APR/PL/RBL4,AIRPORT ROAD,10X5,PLATFORM,,,
APR/PL/RBL5,AIRPORT ROAD,10X5,PLATFORM,,,
APR/PL/RBL6,AIRPORT ROAD,8X4,PLATFORM,,,
APR/PL/RBL7,AIRPORT ROAD,8X4,PLATFORM,,,
APR/PL/RBL8,AIRPORT ROAD,10X5,PLATFORM,,,
APR/PL/RBL9,AIRPORT ROAD,10X5,PLATFORM,,,
APR/PL/RBL10,AIRPORT ROAD,10X5,PLATFORM,,,
APR/PL/RBL11,AIRPORT ROAD,10X5,PLATFORM,,,
APR/PL/RBL12,AIRPORT ROAD,8X4,PLATFORM,,,
APR/CC1/RBL1,AIRPORT ROAD,10X5,CONCOURSE,,,
APR/CC1/RBL2,AIRPORT ROAD,10X5,CONCOURSE,,,
APR/CC1/RBL3,AIRPORT ROAD,10X5,CONCOURSE,,,
APR/CC1/RBL4,AIRPORT ROAD,10X5,CONCOURSE,,,
APR/CC1/PW1,AIRPORT ROAD,3X6,BOTH SIDE,,,
APR/CC1/PW2,AIRPORT ROAD,3X6,FRONT SIDE,,,
APR/CC1/PW3,AIRPORT ROAD,3X6,BOTH SIDE,,,
APR/CC1/PW4,AIRPORT ROAD,3X6,BOTH SIDE,,,
APR/CC1/PW5,AIRPORT ROAD,3X6,BOTH SIDE,,,
APR/CC1/PW6,AIRPORT ROAD,3X6,BOTH SIDE,,,
APR/CC1/PW7,AIRPORT ROAD,3X6,BOTH SIDE,,,
APR/CC1/PW8,AIRPORT ROAD,3X6,BOTH SIDE,,,
APR/CC1/PW9,AIRPORT ROAD,3X6,FRONT SIDE,,,
APR/CC1/PW10,AIRPORT ROAD,3X6,BACK SIDE,,,
APR/CC1/PW12,AIRPORT ROAD,3X6,BACK SIDE,,,
APR/CC1/PW13,AIRPORT ROAD,3X6,BOTH SIDE,,,
APR/CC1/PW14,AIRPORT ROAD,3X6,BACK SIDE,,,
APR/CC1/PW15,AIRPORT ROAD,3X6,BACK SIDE,,,
APR/CC1/PW16,AIRPORT ROAD,3X6,FRONT SIDE,,,
APR/CC1/PW17,AIRPORT ROAD,3X6,BOTH SIDE,,,
APR/CC1/PW18,AIRPORT ROAD,3X6,BOTH SIDE,,,
APR/CC1/PW19,AIRPORT ROAD,3X6,BOTH SIDE,,,
APR/CC1/PW20,AIRPORT ROAD,3X6,BOTH SIDE,,,
APR/CC1/PW21,AIRPORT ROAD,3X6,BACK SIDE,,,
APR/CC1/PW22,AIRPORT ROAD,3X6,FRONT SIDE,,,
APR/CC1/PW23,AIRPORT ROAD,3X6,BOTH SIDE,,,
APR/CC1/PW24,AIRPORT ROAD,3X6,FRONT SIDE,,,
CHK/PL/RBL1,CHAKALA,8X4,PLATFORM,,,
CHK/PL/RBL2,CHAKALA,10X5,PLATFORM,,,
CHK/PL/RBL2A,CHAKALA,10X5,PLATFORM,,,
CHK/PL/RBL3,CHAKALA,10X5,PLATFORM,,,
CHK/PL/RBL4,CHAKALA,10X5,PLATFORM,,,
CHK/PL/RBL5,CHAKALA,10X5,PLATFORM,,,
CHK/PL/RBL6,CHAKALA,8X4,PLATFORM,,,
CHK/PL/RBL7,CHAKALA,8X4,PLATFORM,,,
CHK/PL/RBL8,CHAKALA,10X5,PLATFORM,,,
CHK/PL/RBL8A,CHAKALA,10X5,PLATFORM,,,
CHK/PL/RBL9,CHAKALA,10X5,PLATFORM,,,
CHK/PL/RBL10,CHAKALA,10X5,PLATFORM,,,
CHK/PL/RBL11,CHAKALA,10X5,PLATFORM,,,
CHK/PL/RBL12,CHAKALA,8X4,PLATFORM,,,
CHK/CC1/RBL1,CHAKALA,10X5,CONCOURSE,,,
CHK/CC1/RBL2,CHAKALA,10X5,CONCOURSE,,,
CHK/CC1/RBL3,CHAKALA,10X5,CONCOURSE,,,
CHK/CC1/RBL4,CHAKALA,10X5,CONCOURSE,,,
CHK/CC1/PW1,CHAKALA,3X6,BOTH SIDE,,,
CHK/CC1/PW2,CHAKALA,3X6,BOTH SIDE,,,
CHK/CC1/PW3,CHAKALA,3X6,BOTH SIDE,,,
CHK/CC1/PW4,CHAKALA,3X6,BOTH SIDE,,,
CHK/CC1/PW5,CHAKALA,3X6,BACK SIDE,,,
CHK/CC1/PW6,CHAKALA,3X6,BOTH SIDE,,,
CHK/CC1/PW7,CHAKALA,3X6,BOTH SIDE,,,
CHK/CC1/PW8,CHAKALA,3X6,FRONT SIDE,,,
CHK/CC1/PW9,CHAKALA,3X6,BOTH SIDE,,,
CHK/CC1/PW10,CHAKALA,3X6,BOTH SIDE,,,
CHK/CC1/PW11,CHAKALA,3X6,BOTH SIDE,,,
CHK/CC1/PW12,CHAKALA,3X6,BOTH SIDE,,,
CHK/CC1/PW13,CHAKALA,3X6,BOTH SIDE,,,
CHK/CC1/PW14,CHAKALA,3X6,BOTH SIDE,,,
CHK/CC1/PW15,CHAKALA,3X6,BOTH SIDE,,,
CHK/CC1/PW16,CHAKALA,3X6,FRONT SIDE,,,
CHK/CC1/PW17,CHAKALA,3X6,BOTH SIDE,,,
CHK/CC1/PW18,CHAKALA,3X6,FRONT SIDE,,,
CHK/CC1/PW19,CHAKALA,3X6,FRONT SIDE,,,
CHK/CC1/PW20,CHAKALA,3X6,BOTH SIDE,,,
